trainSize,testSize,dimention,selRatio,model,measure,value,method,dataset,noise,train_seed,fullset_value
128,3200,8,0.01,GBDT,f1,0.179093828,byFreq,url_spam,na,1,0.804399524
128,3200,8,0.01,GBDT,f1,0.081044575,byFreq,url_spam,na,2,0.821705426
128,3200,8,0.01,GBDT,f1,0.2,byFreq,url_spam,na,3,0.819356778
128,3200,8,0.01,GBDT,f1,0.087321579,byFreq,url_spam,na,4,0.821925926
128,3200,8,0.01,GBDT,f1,0.170706006,byFreq,url_spam,na,5,0.81573499
120,2996,14,0.01,GBDT,f1,0.706427015,byVoronoiFilter02,eegEyeState,na,1,0.824836229
120,2996,14,0.01,GBDT,f1,0.685280728,byVoronoiFilter02,eegEyeState,na,2,0.81447444
120,2996,14,0.01,GBDT,f1,0.678741093,byVoronoiFilter02,eegEyeState,na,3,0.833898305
120,2996,14,0.01,GBDT,f1,0.711401425,byVoronoiFilter02,eegEyeState,na,4,0.822821101
120,2996,14,0.01,GBDT,f1,0.687337004,byVoronoiFilter02,eegEyeState,na,5,0.826136364
65,1625,18,0.01,GBDT,f1,0.981308411,byVoronoiFilter02,mushroom,na,2,0.99883856
65,1625,18,0.01,GBDT,f1,0.915319974,byVoronoiFilter02,mushroom,na,3,0.999402985
65,1625,18,0.01,GBDT,f1,0.990588235,byVoronoiFilter02,mushroom,na,4,1
65,1625,18,0.01,GBDT,f1,0.996385542,byVoronoiFilter02,mushroom,na,5,0.99939577
60,1480,20,0.01,GBDT,f1,0.857142857,byVoronoiFilter02,twonorm,na,2,0.970509383
60,1480,20,0.01,GBDT,f1,0.82533055,byVoronoiFilter02,twonorm,na,4,0.967311541
128,3200,8,0.01,GBDT,f1,0.701395982,byVoronoiFilter02,url_spam,na,1,0.804399524
128,3200,8,0.01,GBDT,f1,0.69676502,byVoronoiFilter02,url_spam,na,2,0.821705426
128,3200,8,0.01,GBDT,f1,0.554216867,byVoronoiFilter02,url_spam,na,3,0.819356778
128,3200,8,0.01,GBDT,f1,0.74991891,byVoronoiFilter02,url_spam,na,4,0.821925926
128,3200,8,0.01,GBDT,f1,0.707610147,byVoronoiFilter02,url_spam,na,5,0.81573499
120,2996,14,0.01,GBDT,time(s),1.09011054,byAC,eegEyeState,na,2,33.07755041
120,2996,14,0.01,GBDT,time(s),1.098094225,byAC,eegEyeState,na,3,33.21118808
120,2996,14,0.01,GBDT,time(s),1.048222303,byAC,eegEyeState,na,4,32.88307524
120,2996,14,0.01,GBDT,time(s),1.079138041,byAC,eegEyeState,na,5,33.21119428
65,1625,18,0.01,GBDT,time(s),0.684181213,byAC,mushroom,na,2,6.325110197
65,1625,18,0.01,GBDT,time(s),0.65029335,byAC,mushroom,na,3,6.358021736
65,1625,18,0.01,GBDT,time(s),0.666243553,byAC,mushroom,na,4,6.463749409
65,1625,18,0.01,GBDT,time(s),0.614355326,byAC,mushroom,na,5,6.410878658
60,1480,20,0.01,GBDT,time(s),0.978381157,byAC,twonorm,na,2,41.17978716
60,1480,20,0.01,GBDT,time(s),0.953447819,byAC,twonorm,na,4,41.09800601
128,3200,8,0.01,GBDT,time(s),0.648266792,byAC,url_spam,na,1,8.549016237
128,3200,8,0.01,GBDT,time(s),0.688127756,byAC,url_spam,na,2,8.595801353
128,3200,8,0.01,GBDT,time(s),0.653252125,byAC,url_spam,na,3,8.614868402
128,3200,8,0.01,GBDT,time(s),0.680180311,byAC,url_spam,na,4,8.596065283
128,3200,8,0.01,GBDT,time(s),0.702121496,byAC,url_spam,na,5,8.681827068
120,2996,14,0.01,GBDT,time(s),1.046226978,byFreq,eegEyeState,na,1,33.09749722
120,2996,14,0.01,GBDT,time(s),1.095097065,byFreq,eegEyeState,na,2,33.07755041
120,2996,14,0.01,GBDT,time(s),1.023288012,byFreq,eegEyeState,na,3,33.21118808
120,2996,14,0.01,GBDT,time(s),1.123029709,byFreq,eegEyeState,na,4,32.88307524
120,2996,14,0.01,GBDT,time(s),1.097098827,byFreq,eegEyeState,na,5,33.21119428
65,1625,18,0.01,GBDT,time(s),0.693175554,byFreq,mushroom,na,2,6.325110197
65,1625,18,0.01,GBDT,time(s),0.686197996,byFreq,mushroom,na,3,6.358021736
65,1625,18,0.01,GBDT,time(s),0.698158503,byFreq,mushroom,na,4,6.463749409
65,1625,18,0.01,GBDT,time(s),0.641285181,byFreq,mushroom,na,5,6.410878658
60,1480,20,0.01,GBDT,time(s),0.972397804,byFreq,twonorm,na,2,41.17978716
60,1480,20,0.01,GBDT,time(s),0.969430685,byFreq,twonorm,na,4,41.09800601
128,3200,8,0.01,GBDT,time(s),0.676214933,byFreq,url_spam,na,1,8.549016237
128,3200,8,0.01,GBDT,time(s),0.699161053,byFreq,url_spam,na,2,8.595801353
128,3200,8,0.01,GBDT,time(s),0.68172431,byFreq,url_spam,na,3,8.614868402
128,3200,8,0.01,GBDT,time(s),0.713067532,byFreq,url_spam,na,4,8.596065283
128,3200,8,0.01,GBDT,time(s),0.682206392,byFreq,url_spam,na,5,8.681827068
120,2996,14,0.01,GBDT,time(s),1.074158669,byVoronoiFilter02,eegEyeState,na,1,33.09749722
120,2996,14,0.01,GBDT,time(s),1.099092245,byVoronoiFilter02,eegEyeState,na,2,33.07755041
120,2996,14,0.01,GBDT,time(s),1.100082636,byVoronoiFilter02,eegEyeState,na,3,33.21118808
120,2996,14,0.01,GBDT,time(s),1.195831299,byVoronoiFilter02,eegEyeState,na,4,32.88307524
120,2996,14,0.01,GBDT,time(s),1.100054026,byVoronoiFilter02,eegEyeState,na,5,33.21119428
65,1625,18,0.01,GBDT,time(s),0.687186718,byVoronoiFilter02,mushroom,na,2,6.325110197
65,1625,18,0.01,GBDT,time(s),0.721096754,byVoronoiFilter02,mushroom,na,3,6.358021736
65,1625,18,0.01,GBDT,time(s),0.726083279,byVoronoiFilter02,mushroom,na,4,6.463749409
65,1625,18,0.01,GBDT,time(s),0.698157549,byVoronoiFilter02,mushroom,na,5,6.410878658
60,1480,20,0.01,GBDT,time(s),1.041213036,byVoronoiFilter02,twonorm,na,2,41.17978716
60,1480,20,0.01,GBDT,time(s),1.00231719,byVoronoiFilter02,twonorm,na,4,41.09800601
128,3200,8,0.01,GBDT,time(s),0.812825441,byVoronoiFilter02,url_spam,na,1,8.549016237
128,3200,8,0.01,GBDT,time(s),0.747997761,byVoronoiFilter02,url_spam,na,2,8.595801353
128,3200,8,0.01,GBDT,time(s),0.731044531,byVoronoiFilter02,url_spam,na,3,8.614868402
128,3200,8,0.01,GBDT,time(s),0.782477856,byVoronoiFilter02,url_spam,na,4,8.596065283
128,3200,8,0.01,GBDT,time(s),0.80587554,byVoronoiFilter02,url_spam,na,5,8.681827068
120,2996,14,0.01,NeuralNet,acc,0.50200267,byAC,eegEyeState,na,2,0.883511348
120,2996,14,0.01,NeuralNet,acc,0.437583445,byAC,eegEyeState,na,3,0.893858478
120,2996,14,0.01,NeuralNet,acc,0.591455274,byAC,eegEyeState,na,4,0.946261682
120,2996,14,0.01,NeuralNet,acc,0.446595461,byAC,eegEyeState,na,5,0.886181575
65,1625,18,0.01,NeuralNet,acc,0.889846154,byAC,mushroom,na,2,1
65,1625,18,0.01,NeuralNet,acc,0.920615385,byAC,mushroom,na,3,1
65,1625,18,0.01,NeuralNet,acc,0.918153846,byAC,mushroom,na,4,1
65,1625,18,0.01,NeuralNet,acc,0.963692308,byAC,mushroom,na,5,1
60,1480,20,0.01,NeuralNet,acc,0.960135135,byAC,twonorm,na,2,0.975675676
60,1480,20,0.01,NeuralNet,acc,0.967567568,byAC,twonorm,na,4,0.980405405
128,3200,8,0.01,NeuralNet,acc,0.5359375,byAC,url_spam,na,1,0.84125
128,3200,8,0.01,NeuralNet,acc,0.53625,byAC,url_spam,na,2,0.845
128,3200,8,0.01,NeuralNet,acc,0.538125,byAC,url_spam,na,3,0.854375
128,3200,8,0.01,NeuralNet,acc,0.5428125,byAC,url_spam,na,4,0.85625
128,3200,8,0.01,NeuralNet,acc,0.54375,byAC,url_spam,na,5,0.8509375
120,2996,14,0.01,NeuralNet,acc,0.415220294,byFreq,eegEyeState,na,1,0.945594126
120,2996,14,0.01,NeuralNet,acc,0.449265688,byFreq,eegEyeState,na,2,0.883511348
120,2996,14,0.01,NeuralNet,acc,0.451602136,byFreq,eegEyeState,na,3,0.893858478
120,2996,14,0.01,NeuralNet,acc,0.404205607,byFreq,eegEyeState,na,4,0.946261682
120,2996,14,0.01,NeuralNet,acc,0.45493992,byFreq,eegEyeState,na,5,0.886181575
65,1625,18,0.01,NeuralNet,acc,0.265846154,byFreq,mushroom,na,2,1
65,1625,18,0.01,NeuralNet,acc,0.256615385,byFreq,mushroom,na,3,1
65,1625,18,0.01,NeuralNet,acc,0.344,byFreq,mushroom,na,4,1
65,1625,18,0.01,NeuralNet,acc,0.260307692,byFreq,mushroom,na,5,1
60,1480,20,0.01,NeuralNet,acc,0.311486486,byFreq,twonorm,na,2,0.975675676
60,1480,20,0.01,NeuralNet,acc,0.242567568,byFreq,twonorm,na,4,0.980405405
128,3200,8,0.01,NeuralNet,acc,0.278125,byFreq,url_spam,na,1,0.84125
128,3200,8,0.01,NeuralNet,acc,0.2659375,byFreq,url_spam,na,2,0.845
128,3200,8,0.01,NeuralNet,acc,0.2615625,byFreq,url_spam,na,3,0.854375
128,3200,8,0.01,NeuralNet,acc,0.263125,byFreq,url_spam,na,4,0.85625
128,3200,8,0.01,NeuralNet,acc,0.2609375,byFreq,url_spam,na,5,0.8509375
120,2996,14,0.01,NeuralNet,acc,0.480974633,byVoronoiFilter02,eegEyeState,na,1,0.945594126
120,2996,14,0.01,NeuralNet,acc,0.534379172,byVoronoiFilter02,eegEyeState,na,2,0.883511348
120,2996,14,0.01,NeuralNet,acc,0.505674232,byVoronoiFilter02,eegEyeState,na,3,0.893858478
120,2996,14,0.01,NeuralNet,acc,0.617489987,byVoronoiFilter02,eegEyeState,na,4,0.946261682
120,2996,14,0.01,NeuralNet,acc,0.561081442,byVoronoiFilter02,eegEyeState,na,5,0.886181575
65,1625,18,0.01,NeuralNet,acc,0.971692308,byVoronoiFilter02,mushroom,na,2,1
65,1625,18,0.01,NeuralNet,acc,0.993846154,byVoronoiFilter02,mushroom,na,3,1
65,1625,18,0.01,NeuralNet,acc,0.981538462,byVoronoiFilter02,mushroom,na,4,1
65,1625,18,0.01,NeuralNet,acc,0.977230769,byVoronoiFilter02,mushroom,na,5,1
60,1480,20,0.01,NeuralNet,acc,0.975675676,byVoronoiFilter02,twonorm,na,2,0.975675676
60,1480,20,0.01,NeuralNet,acc,0.977027027,byVoronoiFilter02,twonorm,na,4,0.980405405
128,3200,8,0.01,NeuralNet,acc,0.6984375,byVoronoiFilter02,url_spam,na,1,0.84125
128,3200,8,0.01,NeuralNet,acc,0.5890625,byVoronoiFilter02,url_spam,na,2,0.845
128,3200,8,0.01,NeuralNet,acc,0.7565625,byVoronoiFilter02,url_spam,na,3,0.854375
128,3200,8,0.01,NeuralNet,acc,0.74,byVoronoiFilter02,url_spam,na,4,0.85625
128,3200,8,0.01,NeuralNet,acc,0.734375,byVoronoiFilter02,url_spam,na,5,0.8509375
120,2996,14,0.01,NeuralNet,auc,0.48479844,byAC,eegEyeState,na,2,0.956299207
120,2996,14,0.01,NeuralNet,auc,0.408674427,byAC,eegEyeState,na,3,0.962644762
120,2996,14,0.01,NeuralNet,auc,0.609554822,byAC,eegEyeState,na,4,0.988648944
120,2996,14,0.01,NeuralNet,auc,0.419548173,byAC,eegEyeState,na,5,0.961389188
65,1625,18,0.01,NeuralNet,auc,0.958967928,byAC,mushroom,na,2,1
65,1625,18,0.01,NeuralNet,auc,0.984503211,byAC,mushroom,na,3,1
65,1625,18,0.01,NeuralNet,auc,0.986801699,byAC,mushroom,na,4,1
65,1625,18,0.01,NeuralNet,auc,0.990581048,byAC,mushroom,na,5,1
60,1480,20,0.01,NeuralNet,auc,0.993372706,byAC,twonorm,na,2,0.99790717
60,1480,20,0.01,NeuralNet,auc,0.996609773,byAC,twonorm,na,4,0.997897548
128,3200,8,0.01,NeuralNet,auc,0.611964696,byAC,url_spam,na,1,0.910847073
128,3200,8,0.01,NeuralNet,auc,0.619874993,byAC,url_spam,na,2,0.915332274
128,3200,8,0.01,NeuralNet,auc,0.618918012,byAC,url_spam,na,3,0.921802147
128,3200,8,0.01,NeuralNet,auc,0.609181155,byAC,url_spam,na,4,0.916202411
128,3200,8,0.01,NeuralNet,auc,0.630306903,byAC,url_spam,na,5,0.916111814
120,2996,14,0.01,NeuralNet,auc,0.359985298,byFreq,eegEyeState,na,1,0.989263721
120,2996,14,0.01,NeuralNet,auc,0.38370266,byFreq,eegEyeState,na,2,0.956299207
120,2996,14,0.01,NeuralNet,auc,0.39473298,byFreq,eegEyeState,na,3,0.962644762
120,2996,14,0.01,NeuralNet,auc,0.364827978,byFreq,eegEyeState,na,4,0.988648944
120,2996,14,0.01,NeuralNet,auc,0.377104076,byFreq,eegEyeState,na,5,0.961389188
65,1625,18,0.01,NeuralNet,auc,0.125988752,byFreq,mushroom,na,2,1
65,1625,18,0.01,NeuralNet,auc,0.129176294,byFreq,mushroom,na,3,1
65,1625,18,0.01,NeuralNet,auc,0.297428311,byFreq,mushroom,na,4,1
65,1625,18,0.01,NeuralNet,auc,0.123767702,byFreq,mushroom,na,5,1
60,1480,20,0.01,NeuralNet,auc,0.208360726,byFreq,twonorm,na,2,0.99790717
60,1480,20,0.01,NeuralNet,auc,0.167147679,byFreq,twonorm,na,4,0.997897548
128,3200,8,0.01,NeuralNet,auc,0.187677858,byFreq,url_spam,na,1,0.910847073
128,3200,8,0.01,NeuralNet,auc,0.160537446,byFreq,url_spam,na,2,0.915332274
128,3200,8,0.01,NeuralNet,auc,0.182201625,byFreq,url_spam,na,3,0.921802147
128,3200,8,0.01,NeuralNet,auc,0.167655152,byFreq,url_spam,na,4,0.916202411
128,3200,8,0.01,NeuralNet,auc,0.18874207,byFreq,url_spam,na,5,0.916111814
120,2996,14,0.01,NeuralNet,auc,0.440117974,byVoronoiFilter02,eegEyeState,na,1,0.989263721
120,2996,14,0.01,NeuralNet,auc,0.535855852,byVoronoiFilter02,eegEyeState,na,2,0.956299207
120,2996,14,0.01,NeuralNet,auc,0.445498232,byVoronoiFilter02,eegEyeState,na,3,0.962644762
120,2996,14,0.01,NeuralNet,auc,0.656910242,byVoronoiFilter02,eegEyeState,na,4,0.988648944
120,2996,14,0.01,NeuralNet,auc,0.543024617,byVoronoiFilter02,eegEyeState,na,5,0.961389188
65,1625,18,0.01,NeuralNet,auc,0.996119471,byVoronoiFilter02,mushroom,na,2,1
65,1625,18,0.01,NeuralNet,auc,0.999138815,byVoronoiFilter02,mushroom,na,3,1
65,1625,18,0.01,NeuralNet,auc,0.998939463,byVoronoiFilter02,mushroom,na,4,1
65,1625,18,0.01,NeuralNet,auc,0.995672373,byVoronoiFilter02,mushroom,na,5,1
60,1480,20,0.01,NeuralNet,auc,0.997441488,byVoronoiFilter02,twonorm,na,2,0.99790717
60,1480,20,0.01,NeuralNet,auc,0.997824483,byVoronoiFilter02,twonorm,na,4,0.997897548
128,3200,8,0.01,NeuralNet,auc,0.799958465,byVoronoiFilter02,url_spam,na,1,0.910847073
128,3200,8,0.01,NeuralNet,auc,0.77053754,byVoronoiFilter02,url_spam,na,2,0.915332274
128,3200,8,0.01,NeuralNet,auc,0.792579775,byVoronoiFilter02,url_spam,na,3,0.921802147
128,3200,8,0.01,NeuralNet,auc,0.811389346,byVoronoiFilter02,url_spam,na,4,0.916202411
128,3200,8,0.01,NeuralNet,auc,0.809928629,byVoronoiFilter02,url_spam,na,5,0.916111814
120,2996,14,0.01,NeuralNet,f1,0.567536232,byAC,eegEyeState,na,2,0.894593778
120,2996,14,0.01,NeuralNet,f1,0.462519936,byAC,eegEyeState,na,3,0.905469679
120,2996,14,0.01,NeuralNet,f1,0.708293613,byAC,eegEyeState,na,4,0.950749465
120,2996,14,0.01,NeuralNet,f1,0.468589744,byAC,eegEyeState,na,5,0.898178561
65,1625,18,0.01,NeuralNet,f1,0.896710906,byAC,mushroom,na,2,1
65,1625,18,0.01,NeuralNet,f1,0.923076923,byAC,mushroom,na,3,1
65,1625,18,0.01,NeuralNet,f1,0.925822644,byAC,mushroom,na,4,1
65,1625,18,0.01,NeuralNet,f1,0.964350453,byAC,mushroom,na,5,1
60,1480,20,0.01,NeuralNet,f1,0.960953011,byAC,twonorm,na,2,0.975935829
60,1480,20,0.01,NeuralNet,f1,0.968462549,byAC,twonorm,na,4,0.980705256
128,3200,8,0.01,NeuralNet,f1,0.671387475,byAC,url_spam,na,1,0.847904192
128,3200,8,0.01,NeuralNet,f1,0.671971706,byAC,url_spam,na,2,0.851851852
128,3200,8,0.01,NeuralNet,f1,0.675734971,byAC,url_spam,na,3,0.860729229
128,3200,8,0.01,NeuralNet,f1,0.682025647,byAC,url_spam,na,4,0.865102639
128,3200,8,0.01,NeuralNet,f1,0.678414097,byAC,url_spam,na,5,0.860811205
120,2996,14,0.01,NeuralNet,f1,0.506478873,byFreq,eegEyeState,na,1,0.950977444
120,2996,14,0.01,NeuralNet,f1,0.584592145,byFreq,eegEyeState,na,2,0.894593778
120,2996,14,0.01,NeuralNet,f1,0.573800259,byFreq,eegEyeState,na,3,0.905469679
120,2996,14,0.01,NeuralNet,f1,0.451949647,byFreq,eegEyeState,na,4,0.950749465
120,2996,14,0.01,NeuralNet,f1,0.589595376,byFreq,eegEyeState,na,5,0.898178561
65,1625,18,0.01,NeuralNet,f1,0.327887324,byFreq,mushroom,na,2,1
65,1625,18,0.01,NeuralNet,f1,0.300925926,byFreq,mushroom,na,3,1
65,1625,18,0.01,NeuralNet,f1,0.412995595,byFreq,mushroom,na,4,1
65,1625,18,0.01,NeuralNet,f1,0.311569301,byFreq,mushroom,na,5,1
60,1480,20,0.01,NeuralNet,f1,0.393813206,byFreq,twonorm,na,2,0.975935829
60,1480,20,0.01,NeuralNet,f1,0.260066007,byFreq,twonorm,na,4,0.980705256
128,3200,8,0.01,NeuralNet,f1,0.132231405,byFreq,url_spam,na,1,0.847904192
128,3200,8,0.01,NeuralNet,f1,0.109215017,byFreq,url_spam,na,2,0.851851852
128,3200,8,0.01,NeuralNet,f1,0.167077899,byFreq,url_spam,na,3,0.860729229
128,3200,8,0.01,NeuralNet,f1,0.127313101,byFreq,url_spam,na,4,0.865102639
128,3200,8,0.01,NeuralNet,f1,0.164015553,byFreq,url_spam,na,5,0.860811205
120,2996,14,0.01,NeuralNet,f1,0.608608105,byVoronoiFilter02,eegEyeState,na,1,0.950977444
120,2996,14,0.01,NeuralNet,f1,0.596003475,byVoronoiFilter02,eegEyeState,na,2,0.894593778
120,2996,14,0.01,NeuralNet,f1,0.645439311,byVoronoiFilter02,eegEyeState,na,3,0.905469679
120,2996,14,0.01,NeuralNet,f1,0.665499124,byVoronoiFilter02,eegEyeState,na,4,0.950749465
120,2996,14,0.01,NeuralNet,f1,0.662734034,byVoronoiFilter02,eegEyeState,na,5,0.898178561
65,1625,18,0.01,NeuralNet,f1,0.973099415,byVoronoiFilter02,mushroom,na,2,1
65,1625,18,0.01,NeuralNet,f1,0.994040524,byVoronoiFilter02,mushroom,na,3,1
65,1625,18,0.01,NeuralNet,f1,0.982227488,byVoronoiFilter02,mushroom,na,4,1
65,1625,18,0.01,NeuralNet,f1,0.977425259,byVoronoiFilter02,mushroom,na,5,1
60,1480,20,0.01,NeuralNet,f1,0.97574124,byVoronoiFilter02,twonorm,na,2,0.975935829
60,1480,20,0.01,NeuralNet,f1,0.977272727,byVoronoiFilter02,twonorm,na,4,0.980705256
128,3200,8,0.01,NeuralNet,f1,0.656216601,byVoronoiFilter02,url_spam,na,1,0.847904192
128,3200,8,0.01,NeuralNet,f1,0.419426049,byVoronoiFilter02,url_spam,na,2,0.851851852
128,3200,8,0.01,NeuralNet,f1,0.754491018,byVoronoiFilter02,url_spam,na,3,0.860729229
128,3200,8,0.01,NeuralNet,f1,0.725231176,byVoronoiFilter02,url_spam,na,4,0.865102639
128,3200,8,0.01,NeuralNet,f1,0.733207784,byVoronoiFilter02,url_spam,na,5,0.860811205
120,2996,14,0.01,NeuralNet,time(s),3.260269642,byAC,eegEyeState,na,2,6541.49776
120,2996,14,0.01,NeuralNet,time(s),2.881293297,byAC,eegEyeState,na,3,6590.038913
120,2996,14,0.01,NeuralNet,time(s),7.569751978,byAC,eegEyeState,na,4,7271.399276
120,2996,14,0.01,NeuralNet,time(s),2.976038456,byAC,eegEyeState,na,5,6623.448517
65,1625,18,0.01,NeuralNet,time(s),6.951378584,byAC,mushroom,na,2,475.8682644
65,1625,18,0.01,NeuralNet,time(s),7.181791067,byAC,mushroom,na,3,492.3023088
65,1625,18,0.01,NeuralNet,time(s),7.23265624,byAC,mushroom,na,4,476.7329488
65,1625,18,0.01,NeuralNet,time(s),7.034187317,byAC,mushroom,na,5,479.5583944
60,1480,20,0.01,NeuralNet,time(s),8.943051577,byAC,twonorm,na,2,624.314074
60,1480,20,0.01,NeuralNet,time(s),8.791467667,byAC,twonorm,na,4,631.2624772
128,3200,8,0.01,NeuralNet,time(s),1.771260023,byAC,url_spam,na,1,3772.541653
128,3200,8,0.01,NeuralNet,time(s),1.758325815,byAC,url_spam,na,2,3793.243759
128,3200,8,0.01,NeuralNet,time(s),1.760292292,byAC,url_spam,na,3,3640.700405
128,3200,8,0.01,NeuralNet,time(s),1.753174305,byAC,url_spam,na,4,3834.405524
128,3200,8,0.01,NeuralNet,time(s),1.764137268,byAC,url_spam,na,5,3597.040147
120,2996,14,0.01,NeuralNet,time(s),7.813098192,byFreq,eegEyeState,na,1,7295.476895
120,2996,14,0.01,NeuralNet,time(s),8.670804739,byFreq,eegEyeState,na,2,6541.49776
120,2996,14,0.01,NeuralNet,time(s),8.617947102,byFreq,eegEyeState,na,3,6590.038913
120,2996,14,0.01,NeuralNet,time(s),9.16049695,byFreq,eegEyeState,na,4,7271.399276
120,2996,14,0.01,NeuralNet,time(s),8.86826396,byFreq,eegEyeState,na,5,6623.448517
65,1625,18,0.01,NeuralNet,time(s),8.726660252,byFreq,mushroom,na,2,475.8682644
65,1625,18,0.01,NeuralNet,time(s),8.794477701,byFreq,mushroom,na,3,492.3023088
65,1625,18,0.01,NeuralNet,time(s),8.309749365,byFreq,mushroom,na,4,476.7329488
65,1625,18,0.01,NeuralNet,time(s),8.785501719,byFreq,mushroom,na,5,479.5583944
60,1480,20,0.01,NeuralNet,time(s),9.010882854,byFreq,twonorm,na,2,624.314074
60,1480,20,0.01,NeuralNet,time(s),8.799448967,byFreq,twonorm,na,4,631.2624772
128,3200,8,0.01,NeuralNet,time(s),8.146241188,byFreq,url_spam,na,1,3772.541653
128,3200,8,0.01,NeuralNet,time(s),8.228192091,byFreq,url_spam,na,2,3793.243759
128,3200,8,0.01,NeuralNet,time(s),8.187908411,byFreq,url_spam,na,3,3640.700405
128,3200,8,0.01,NeuralNet,time(s),8.289353609,byFreq,url_spam,na,4,3834.405524
128,3200,8,0.01,NeuralNet,time(s),8.109049559,byFreq,url_spam,na,5,3597.040147
120,2996,14,0.01,NeuralNet,time(s),5.381578445,byVoronoiFilter02,eegEyeState,na,1,7295.476895
120,2996,14,0.01,NeuralNet,time(s),5.607002735,byVoronoiFilter02,eegEyeState,na,2,6541.49776
120,2996,14,0.01,NeuralNet,time(s),3.797841549,byVoronoiFilter02,eegEyeState,na,3,6590.038913
120,2996,14,0.01,NeuralNet,time(s),5.904205799,byVoronoiFilter02,eegEyeState,na,4,7271.399276
120,2996,14,0.01,NeuralNet,time(s),4.276588917,byVoronoiFilter02,eegEyeState,na,5,6623.448517
65,1625,18,0.01,NeuralNet,time(s),8.171146393,byVoronoiFilter02,mushroom,na,2,475.8682644
65,1625,18,0.01,NeuralNet,time(s),7.82507205,byVoronoiFilter02,mushroom,na,3,492.3023088
65,1625,18,0.01,NeuralNet,time(s),9.055764914,byVoronoiFilter02,mushroom,na,4,476.7329488
65,1625,18,0.01,NeuralNet,time(s),8.483310938,byVoronoiFilter02,mushroom,na,5,479.5583944
60,1480,20,0.01,NeuralNet,time(s),8.158167124,byVoronoiFilter02,twonorm,na,2,624.314074
60,1480,20,0.01,NeuralNet,time(s),8.226980925,byVoronoiFilter02,twonorm,na,4,631.2624772
128,3200,8,0.01,NeuralNet,time(s),9.125651121,byVoronoiFilter02,url_spam,na,1,3772.541653
128,3200,8,0.01,NeuralNet,time(s),10.14828634,byVoronoiFilter02,url_spam,na,2,3793.243759
128,3200,8,0.01,NeuralNet,time(s),9.11427927,byVoronoiFilter02,url_spam,na,3,3640.700405
128,3200,8,0.01,NeuralNet,time(s),10.31853294,byVoronoiFilter02,url_spam,na,4,3834.405524
128,3200,8,0.01,NeuralNet,time(s),8.889621258,byVoronoiFilter02,url_spam,na,5,3597.040147
120,2996,14,0.01,RBFSVM,acc,0.507009346,byAC,eegEyeState,na,2,0.860814419
120,2996,14,0.01,RBFSVM,acc,0.565086782,byAC,eegEyeState,na,3,0.862483311
120,2996,14,0.01,RBFSVM,acc,0.613484646,byAC,eegEyeState,na,4,0.94058745
120,2996,14,0.01,RBFSVM,acc,0.579439252,byAC,eegEyeState,na,5,0.874499332
65,1625,18,0.01,RBFSVM,acc,0.928615385,byAC,mushroom,na,2,1
65,1625,18,0.01,RBFSVM,acc,0.557538462,byAC,mushroom,na,3,1
65,1625,18,0.01,RBFSVM,acc,0.576615385,byAC,mushroom,na,4,1
65,1625,18,0.01,RBFSVM,acc,0.632615385,byAC,mushroom,na,5,1
60,1480,20,0.01,RBFSVM,acc,0.957432432,byAC,twonorm,na,2,0.975675676
60,1480,20,0.01,RBFSVM,acc,0.97027027,byAC,twonorm,na,4,0.97972973
128,3200,8,0.01,RBFSVM,acc,0.5378125,byAC,url_spam,na,1,0.838125
128,3200,8,0.01,RBFSVM,acc,0.4734375,byAC,url_spam,na,2,0.8528125
128,3200,8,0.01,RBFSVM,acc,0.588125,byAC,url_spam,na,3,0.853125
128,3200,8,0.01,RBFSVM,acc,0.52125,byAC,url_spam,na,4,0.8478125
128,3200,8,0.01,RBFSVM,acc,0.54375,byAC,url_spam,na,5,0.8521875
120,2996,14,0.01,RBFSVM,acc,0.409212283,byFreq,eegEyeState,na,1,0.940253672
120,2996,14,0.01,RBFSVM,acc,0.427570093,byFreq,eegEyeState,na,2,0.860814419
120,2996,14,0.01,RBFSVM,acc,0.419559413,byFreq,eegEyeState,na,3,0.862483311
120,2996,14,0.01,RBFSVM,acc,0.41588785,byFreq,eegEyeState,na,4,0.94058745
120,2996,14,0.01,RBFSVM,acc,0.41388518,byFreq,eegEyeState,na,5,0.874499332
65,1625,18,0.01,RBFSVM,acc,0.587692308,byFreq,mushroom,na,2,1
65,1625,18,0.01,RBFSVM,acc,0.545230769,byFreq,mushroom,na,3,1
65,1625,18,0.01,RBFSVM,acc,0.502153846,byFreq,mushroom,na,4,1
65,1625,18,0.01,RBFSVM,acc,0.578461538,byFreq,mushroom,na,5,1
60,1480,20,0.01,RBFSVM,acc,0.25,byFreq,twonorm,na,2,0.975675676
60,1480,20,0.01,RBFSVM,acc,0.177702703,byFreq,twonorm,na,4,0.97972973
128,3200,8,0.01,RBFSVM,acc,0.3046875,byFreq,url_spam,na,1,0.838125
128,3200,8,0.01,RBFSVM,acc,0.289375,byFreq,url_spam,na,2,0.8528125
128,3200,8,0.01,RBFSVM,acc,0.296875,byFreq,url_spam,na,3,0.853125
128,3200,8,0.01,RBFSVM,acc,0.2790625,byFreq,url_spam,na,4,0.8478125
128,3200,8,0.01,RBFSVM,acc,0.270625,byFreq,url_spam,na,5,0.8521875
120,2996,14,0.01,RBFSVM,acc,0.586782377,byVoronoiFilter02,eegEyeState,na,1,0.940253672
